data                 smf         dlx         dlx1        dlx2       
Treebank: ar         dlx-he-ud11 dlx-id-ud11 dlx-pl                 
   10 sentences:	    40.91       41.73       44.39                  
   20 sentences:	    43.97       42.55       44.64                  
   50 sentences:	    47.79       45.18       46.03                  
  100 sentences:	    46.61       44.78       45.17                  
  200 sentences:	    45.73       45.63       44.93                  
  500 sentences:	    47.48       45.87       45.68                  
 1000 sentences:	    47.35       46.79       46.13                  
 2000 sentences:	    49.23                   46.66                  
 5000 sentences:	    49.69       49.13       47.75                  
Treebank: bg-ud11    smf         dlx-bg-ud11 dlx-hr-ud11 dlx-da-ud11
   10 sentences:	    50.46       47.34       55.86       51.86      
   20 sentences:	    53.71       52.57       62.83       58.79      
   50 sentences:	    69.74       67.60       68.72       64.51      
  100 sentences:	    72.97       68.45       69.57       65.27      
  200 sentences:	    77.88       74.28       71.24       64.85      
  500 sentences:	    81.12       77.12       72.20       65.06      
 1000 sentences:	    80.10       76.48       72.44       65.79      
 2000 sentences:	    83.33       80.73       75.04       67.44      
 5000 sentences:	    86.31       83.89       75.34       68.24      
Treebank: bn         smf         dlx-bn      dlx-te      dlx-ru     
   10 sentences:	    57.86       55.78       49.43       19.36      
   20 sentences:	    63.06       63.06       46.94       25.08      
   50 sentences:	    68.68       65.15       53.80       21.02      
  100 sentences:	    73.26       64.63       62.75       33.30      
  200 sentences:	    77.94       67.54       57.86       45.37      
  500 sentences:	    78.15       67.33       59.84       46.94      
 1000 sentences:	    79.92       70.35       63.48       41.00      
 2000 sentences:	    79.92       70.35       61.61       48.50      
 5000 sentences:	    79.92       70.35       61.61       46.52      
Treebank: ca         dlx-it-ud11 dlx-fr-ud11 dlx-es-ud11            
   10 sentences:	    59.91       58.10       59.49                  
   20 sentences:	    61.20       59.65       60.78                  
   50 sentences:	    63.70       63.31       63.29                  
  100 sentences:	    65.18       64.74       67.48                  
  200 sentences:	    67.89       65.91       68.25                  
  500 sentences:	    69.53       66.40       65.51                  
 1000 sentences:	    70.36       69.13       66.13                  
 2000 sentences:	    71.52       70.28       67.46                  
 5000 sentences:	    72.12       70.94       70.71                  
Treebank: cs-ud11    smf         dlx-cs-ud11 dlx-hr-ud11 dlx-bg-ud11
   10 sentences:	    48.86       46.16       45.67       35.11      
   20 sentences:	    55.17       48.36       51.15       38.83      
   50 sentences:	    62.26       53.42       55.57       51.05      
  100 sentences:	    66.13       57.34       56.62       53.76      
  200 sentences:	    69.26       60.78       58.14       57.11      
  500 sentences:	    72.79       64.16       60.26       60.45      
 1000 sentences:	    71.93       58.93       61.23       60.64      
 2000 sentences:	    78.05       68.07       62.23       61.33      
